close,change,momentum,Prediction
87.63,0.65,1.0,89.33
86.76,-0.87,-1.0,89.08
86.95,0.19,1.0,90.6
87.18,0.23,1.0,91.15
86.22,-0.96,-1.0,90.9
85.05,-1.17,-1.0,91.39
86.52,1.47,1.0,91.08
85.89,-0.63,-1.0,91.89
86.5,0.61,1.0,92.34
86.39,-0.11,-1.0,93.27
87.29,0.9,1.0,94.38
87.35,0.06,1.0,94.39
86.71,-0.64,-1.0,95.59
86.41,-0.3,-1.0,96.39
86.69,0.28,1.0,96.65
86.26,-0.43,-1.0,96.92
87.56,1.3,1.0,96.57
86.91,-0.65,-1.0,97.04
85.26,-1.65,-1.0,96.02
87.43,2.17,1.0,95.77
86.6,-0.83,-1.0,95.24
86.32,-0.28,-1.0,96.05
84.95,-1.37,-1.0,96.0
85.46,0.51,1.0,97.57
83.33,-2.13,-1.0,98.19
84.6,1.27,1.0,98.22
85.47,0.87,1.0,98.06
86.2,0.73,1.0,98.4
84.81,-1.39,-1.0,97.69
83.28,-1.53,-1.0,98.76
84.14,0.86,1.0,100.85
84.86,0.72,1.0,101.09
85.73,0.87,1.0,102.33
85.94,0.21,1.0,102.47
85.75,-0.19,-1.0,102.6
86.84,1.09,1.0,102.93
86.38,-0.46,-1.0,103.31
84.72,-1.66,-1.0,103.05
82.07,-2.65,-1.0,103.45
82.27,0.2,1.0,102.78
81.26,-1.01,-1.0,
78.78,-2.48,-1.0,
78.13,-0.65,-1.0,
78.51,0.38,1.0,
79.47,0.96,1.0,
77.34,-2.13,-1.0,
78.99,1.65,1.0,
77.92,-1.07,-1.0,
79.11,1.19,1.0,
78.22,-0.89,-1.0,
79.25,1.03,1.0,
81.11,1.86,1.0,
80.09,-1.02,-1.0,
80.89,0.8,1.0,
80.48,-0.41,-1.0,
80.75,0.27,1.0,
83.09,2.34,1.0,
82.97,-0.12,-1.0,
82.17,-0.8,-1.0,
82.15,-0.02,-1.0,
82.8,0.65,1.0,
81.31,-1.49,-1.0,
81.25,-0.06,-1.0,
80.67,-0.58,-1.0,
80.83,0.16,1.0,
80.21,-0.62,-1.0,
81.74,1.53,1.0,
83.78,2.04,1.0,
85.33,1.55,1.0,
84.91,-0.42,-1.0,
85.56,0.65,1.0,
86.4,0.84,1.0,
84.85,-1.55,-1.0,
85.26,0.41,1.0,
85.92,0.66,1.0,
85.66,-0.26,-1.0,
84.69,-0.97,-1.0,
86.77,2.08,1.0,
85.65,-1.12,-1.0,
85.65,0.0,0.0,
86.19,0.54,1.0,
86.09,-0.1,-1.0,
85.49,-0.6,-1.0,
85.72,0.23,1.0,
85.2,-0.52,-1.0,
87.27,2.07,1.0,
87.27,0.0,0.0,
87.32,0.05,1.0,
87.66,0.34,1.0,
88.84,1.18,1.0,
88.64,-0.2,-1.0,
89.01,0.37,1.0,
88.64,-0.37,-1.0,
88.53,-0.11,-1.0,
88.75,0.22,1.0,
88.3,-0.45,-1.0,
89.43,1.13,1.0,
89.15,-0.28,-1.0,
89.71,0.56,1.0,
90.26,0.55,1.0,
89.71,-0.55,-1.0,
89.75,0.04,1.0,
90.84,1.09,1.0,
89.8,-1.04,-1.0,
90.33,0.53,1.0,
89.71,-0.62,-1.0,
90.11,0.4,1.0,
90.24,0.13,1.0,
90.26,0.02,1.0,
90.15,-0.11,-1.0,
90.7,0.55,1.0,
90.74,0.04,1.0,
90.12,-0.62,-1.0,
89.35,-0.77,-1.0,
89.65,0.3,1.0,
89.58,-0.07,-1.0,
89.79,0.21,1.0,
90.12,0.33,1.0,
89.1,-1.02,-1.0,
88.44,-0.66,-1.0,
89.43,0.99,1.0,
88.81,-0.62,-1.0,
88.39,-0.42,-1.0,
86.45,-1.94,-1.0,
86.85,0.4,1.0,
87.16,0.31,1.0,
88.5,1.34,1.0,
86.67,-1.83,-1.0,
86.54,-0.13,-1.0,
85.76,-0.78,-1.0,
86.7,0.94,1.0,
85.35,-1.35,-1.0,
85.6,0.25,1.0,
85.14,-0.46,-1.0,
85.47,0.33,1.0,
85.25,-0.22,-1.0,
87.46,2.21,1.0,
87.52,0.06,1.0,
87.7,0.18,1.0,
88.04,0.34,1.0,
87.84,-0.2,-1.0,
88.12,0.28,1.0,
88.09,-0.03,-1.0,
87.33,-0.76,-1.0,
87.69,0.36,1.0,
86.87,-0.82,-1.0,
87.22,0.35,1.0,
87.63,0.41,1.0,
87.09,-0.54,-1.0,
87.16,0.07,1.0,
87.49,0.33,1.0,
87.61,0.12,1.0,
88.03,0.42,1.0,
87.61,-0.42,-1.0,
89.04,1.43,1.0,
89.34,0.3,1.0,
88.82,-0.52,-1.0,
89.94,1.12,1.0,
86.72,-3.22,-1.0,
85.66,-1.06,-1.0,
87.92,2.26,1.0,
89.13,1.21,1.0,
91.87,2.74,1.0,
92.75,0.88,1.0,
93.31,0.56,1.0,
93.42,0.11,1.0,
93.5,0.08,1.0,
94.47,0.97,1.0,
95.14,0.67,1.0,
94.81,-0.33,-1.0,
95.14,0.33,1.0,
95.21,0.07,1.0,
95.06,-0.15,-1.0,
94.93,-0.13,-1.0,
95.02,0.09,1.0,
95.39,0.37,1.0,
94.88,-0.51,-1.0,
95.44,0.56,1.0,
95.29,-0.15,-1.0,
95.72,0.43,1.0,
94.93,-0.79,-1.0,
91.73,-3.2,-1.0,
88.95,-2.78,-1.0,
88.67,-0.28,-1.0,
87.97,-0.7,-1.0,
88.19,0.22,1.0,
88.41,0.22,1.0,
89.67,1.26,1.0,
89.44,-0.23,-1.0,
89.97,0.53,1.0,
90.04,0.07,1.0,
90.4,0.36,1.0,
90.13,-0.27,-1.0,
90.35,0.22,1.0,
89.56,-0.79,-1.0,
89.33,-0.23,-1.0,
89.83,0.5,1.0,
89.85,0.02,1.0,
89.91,0.06,1.0,
89.98,0.07,1.0,
89.68,-0.3,-1.0,
89.77,0.09,1.0,
89.79,0.02,1.0,
89.59,-0.2,-1.0,
89.79,0.2,1.0,
89.81,0.02,1.0,
90.63,0.82,1.0,
90.39,-0.24,-1.0,
89.86,-0.53,-1.0,
89.96,0.1,1.0,
89.47,-0.49,-1.0,
86.57,-2.9,-1.0,
88.14,1.57,1.0,
86.69,-1.45,-1.0,
86.69,0.0,0.0,
87.48,0.79,1.0,
86.75,-0.73,-1.0,
86.56,-0.19,-1.0,
87.79,1.23,1.0,
88.88,1.09,1.0,
89.46,0.58,1.0,
88.47,-0.99,-1.0,
88.19,-0.28,-1.0,
88.95,0.76,1.0,
87.45,-1.5,-1.0,
87.21,-0.24,-1.0,
88.2,0.99,1.0,
87.63,-0.57,-1.0,
87.17,-0.46,-1.0,
87.58,0.41,1.0,
87.56,-0.02,-1.0,
87.37,-0.19,-1.0,
87.77,0.4,1.0,
86.09,-1.68,-1.0,
86.87,0.78,1.0,
86.89,0.02,1.0,
87.56,0.67,1.0,
87.24,-0.32,-1.0,
87.38,0.14,1.0,
87.43,0.05,1.0,
86.84,-0.59,-1.0,
86.72,-0.12,-1.0,
87.67,0.95,1.0,
87.5,-0.17,-1.0,
87.19,-0.31,-1.0,
86.66,-0.53,-1.0,
87.16,0.5,1.0,
87.06,-0.1,-1.0,
86.92,-0.14,-1.0,
89.98,3.06,1.0,
89.33,-0.65,-1.0,
89.08,-0.25,-1.0,
90.6,1.52,1.0,
91.15,0.55,1.0,
90.9,-0.25,-1.0,
91.39,0.49,1.0,
91.08,-0.31,-1.0,
91.89,0.81,1.0,
92.34,0.45,1.0,
93.27,0.93,1.0,
94.38,1.11,1.0,
94.39,0.01,1.0,
95.59,1.2,1.0,
96.39,0.8,1.0,
96.65,0.26,1.0,
96.92,0.27,1.0,
96.57,-0.35,-1.0,
97.04,0.47,1.0,
96.02,-1.02,-1.0,
95.77,-0.25,-1.0,
95.24,-0.53,-1.0,
96.05,0.81,1.0,
96.0,-0.05,-1.0,
97.57,1.57,1.0,
98.19,0.62,1.0,
98.22,0.03,1.0,
98.06,-0.16,-1.0,
98.4,0.34,1.0,
97.69,-0.71,-1.0,
98.76,1.07,1.0,
100.85,2.09,1.0,
101.09,0.24,1.0,
102.33,1.24,1.0,
102.47,0.14,1.0,
102.6,0.13,1.0,
102.93,0.33,1.0,
103.31,0.38,1.0,
103.05,-0.26,-1.0,
103.45,0.4,1.0,
102.78,-0.67,-1.0,
